"filer_name","election_year","jurisdiction","office","position","party","contributions_amount","expenditures_amount","debts_amount","independent_expenditures_for_amount","independent_expenditures_against_amount","jurisdiction_type","candidacy_id","jurisdiction_code","declared","withdrew","discontinued"
"Parminder Singh Bhatti (Parminder Bhatti)","2021","KING CO HOSP DIST 1 VALLEY","HOSPITAL COMMISSIONER","4",,"29682.00","35635.77","0.0","0","0","Local","197424","3504","2021-05-18T00:00:00.000",,
"PARNELL CAROLYN V","2015","KING CO HOSP DIST 1 VALLEY","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6254","3504",,,
"PARNELL CAROLYN V","2009","KING CO HOSP DIST 1 VALLEY","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","14672","3504",,,
"PARRETT RICHARD G","2013","PIONEER CONSOL SD 402","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","9327","3910",,,
"PARRETT RICHARD G","2009","PIONEER CONSOL SD 402","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","14671","3910",,,
"PARR ROSALIE","2014","FERRY CO","COUNTY COMMISSIONER",,"REPUBLICAN","0","0","0","0","0","Local","7859","3290",,,
"PARSHLEY DOROTHY E ""Lisa"" (Lisa Parshley)","2026","LEG DISTRICT 22 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","46001.62","27178.98","0.0","0","0","Legislative","3321312","4821","2026-05-04T00:00:00.000",,
"PARSHLEY DOROTHY E ""Lisa"" (Lisa Parshley)","2024","LEG DISTRICT 22 - HOUSE","STATE REPRESENTATIVE","2","DEMOCRATIC","86373.07","84543.86","0.0","120.40","0","Legislative","3296607","4821","2024-05-06T00:00:00.000",,
"PARSHLEY DOROTHY E ""Lisa"" (LISA PARSHLEY)","2021","CITY OF OLYMPIA","CITY COUNCIL MEMBER","5",,"40607.49","39160.77","0.0","268.31","0","Local","92955","3820","2021-05-17T00:00:00.000",,
"PARSHLEY DOROTHY E ""Lisa"" (LISA PARSHLEY)","2017","CITY OF OLYMPIA","CITY COUNCIL MEMBER",,"DEMOCRATIC","25117.95","28577.34","0.0","668.92","0","Local","2193","3820",,,
"PARSLEY ADAM (ADAM PARSLEY)","2017","PORT OF CAMAS-WASHOUGAL","PORT COMMISSIONER",,"NONE","0","0","0","0","0","Local","2153","3923",,,
"PARSONS CRAIG A","2009","CITY OF LYNNWOOD","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","14680","3684",,,
"PARSONS GRAESON C (GRAESON PARSONS)","2015","ASOTIN-ANATONE SD 420","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","20718","3033",,,
"PARSONS GRAESON C (GRAESON PARSONS)","2011","ASOTIN-ANATONE SD 420","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","20717","3033",,,
"PARSONS ISAAC W","2015","NORTHSHORE SD 417 *","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6257","3788",,,
"PARSONS JOHN T","2011","LACENTER SD 101","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","11735","3604",,,
"PARSONS MICHAEL W","2009","EVERGREEN SD 114","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","14670","3282",,,
"PARSONS MICHAEL W (MICHAEL PARSONS)","2013","EVERGREEN SD 114","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","8795","3282",,,
"PARSONS ROY H","2015","KELSO SD 458","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6256","3455",,,
"PARSONS ROY H","2011","KELSO SD 458","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","11725","3455",,,
"PARTCH GREGORY P (GREG PARTCH)","2012","WHITMAN CO","COUNTY COMMISSIONER",,"REPUBLICAN","4499.00","6631.67","0.0","0","0","Local","10165","4375",,,
"PARTMAN MILES E","2013","HIGHLINE SD 401","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","9318","3408",,,
"PARTMAN MILES E (MILES PARTMAN)","2015","HIGHLINE SD 401","SCHOOL DIRECTOR",,"NONE","0","0","0","0","0","Local","5613","3408",,,
"PARTON ARLETTA R (ARLETTA PARTON)","2011","CITY OF GOLDENDALE","MAYOR",,,"0","0","0","0","0","Local","22660","3330",,,
"PARTRIDGE JAYNE (JAYNE PARTRIDGE)","2018","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","0.0","0.0","0.0","0","0","Legislative","1909","4847",,,
"PARTRIDGE JOHN T","2009","CITY OF AUBURN *","CITY COUNCIL MEMBER",,"NON PARTISAN","7419.85","7414.85","0.0","0","0","Local","14669","3034",,,
"PARTRIDGE JOHN T (JOHN PARTRIDGE)","2013","CITY OF AUBURN *","MAYOR",,"OTHER","22275.11","22280.11","0.0","200.00","0","Local","8831","3034",,,
"PASSAGE RICHARD J","2009","CHELAN HOSP DIST 1","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","14681","3122",,,
"PASSEY JAMES S (JAMES PASSEY)","2017","CITY OF SEATTLE","CITY COUNCIL MEMBER",,"NONE","3275.80","1431.24","0.0","0","0","Local","2198","4048",,,
"PASS JOHN J (JOHN PASS)","2016","LEG DISTRICT 41 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","5834.53","5559.30","0.0","0","0","Legislative","4642","4860",,,
"PASS JOHN J (JOHN PASS)","2016","LEG DISTRICT 41 - SENATE","STATE SENATOR",,"REPUBLICAN","0","0","0","0","0","Legislative","4635","4770",,,
"PASSMORE NORMOND J (NORMOND PASSMORE)","2016","COLUMBIA CO","COUNTY COMMISSIONER",,"REPUBLICAN","0","0","0","0","0","Local","4634","3176",,,
"PASTOR PAUL A JR","2016","PIERCE CO","COUNTY SHERIFF",,"NON PARTISAN","0","0","0","0","0","Local","4845","3879",,,
"PASTOR PAUL A JR (PAUL PASTOR)","2012","PIERCE CO","COUNTY SHERIFF",,"NONE","24940.00","24296.65","0.0","0","0","Local","10208","3879",,,
"Pat Brandt","2023","DOUGLAS FIRE PROT DIST 04","FIRE COMMISSIONER","1",,"0","0","0","0","0","Local","2078440","3243","2023-05-16T00:00:00.000",,
"Pat Dawson (PATRICK DAWSON)","2018","KITSAP CO","COUNTY CORONER",,"NONE","4950.00","4228.11","0.0","0","0","Local","678","3539",,,
"PATEL CHIRAYU A (Chirayu Avinash Patel)","2020","State of Washington","INSURANCE COMMISSIONER",,"REPUBLICAN","0","0","0","0","0","Statewide","73768","1000",,,
"PATERSON IAN R (IAN PATERSON)","2013","SAN JUAN ISL PARK & REC DIST","PARK & RECREATION COMMISSIONER",,"NONE","0","0","0","0","0","Local","8764","4649",,,
"PATERSON THEODORE B","2013","COLUMBIA CO PUBLIC HOSP DIST 1 *","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","9326","3178",,,
"PATERSON THEODORE B","2009","COLUMBIA CO PUBLIC HOSP DIST 1 *","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","14668","3178",,,
"Pat Hayes","2023","KELLER SD 003","SCHOOL DIRECTOR","5",,"0","0","0","0","0","Local","2078541","3453","2023-05-15T00:00:00.000",,
"Pat Hogan","2025","TOWN OF REARDAN","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3335920","4001","2025-05-09T00:00:00.000",,
"Pat Hulcey","2023","CITY OF FIFE","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","2027573","3299","2023-05-15T00:00:00.000",,
"Pat Hulcey","2019","CITY OF FIFE","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","23315","3299","2019-05-17T00:00:00.000",,
"Pat Hulcey (PATRICK HULCEY)","2015","CITY OF FIFE","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","20770","3299",,,
"Pat Hulcey (PATRICK HULCEY)","2011","CITY OF FIFE","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","20769","3299",,,
"Pat Hulcey (PATRICK HULCEY)","2010","CITY OF FIFE","CITY COUNCIL MEMBER",,,"0","0","0","0","0","Local","20768","3299",,,
"Pat McMonigle","2025","PIERCE CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 7, Position 1",,"13191.00","13669.05","508.05","0","0","Local","3335475","3879","2025-05-09T00:00:00.000",,
"PATNODE RONALD J","2011","YAKIMA CO","COUNTY CHARTER REVIEW COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","11729","4418",,,
"PATRICE A MCCARTHY ","2012","PIERCE CO","COUNTY EXECUTIVE",,"DEMOCRATIC","88452.17","79216.31","0.0","0","0","Local","10781","3879",,,
"PATRICE A MCCARTHY  (Pat McCarthy)","2028","State of Washington","STATE AUDITOR",,,"75.00","2316.77","0.0","0","0","Statewide","3321535","1000",,,
"PATRICE A MCCARTHY  (Pat (Patrice) McCarthy)","2024","State of Washington","STATE AUDITOR",,"DEMOCRATIC","45033.66","47403.47","4000.00","5612.77","0","Statewide","93224","1000","2024-05-06T00:00:00.000",,
"PATRICE A MCCARTHY  (PATRICE MCCARTHY)","2020","State of Washington","STATE AUDITOR",,"DEMOCRATIC","66108.24","63881.25","0.0","6420.03","0","Statewide","1174","1000",,,
"PATRICE A MCCARTHY  (PATRICE MCCARTHY)","2016","State of Washington","STATE AUDITOR",,"DEMOCRATIC","163518.80","168518.80","500.00","8926.39","0","Statewide","4088","1000",,,
"Patrice A. Thorell (Patrice Thorell)","2025","DES MOINES POOL METRO PARK DIST","PARK & RECREATION COMMISSIONER","5",,"0","0","0","0","0","Local","3325782","5150","2025-05-06T00:00:00.000","2025-05-09T00:00:00.000",
"Patric E Hayes","2021","CITY OF OCEAN SHORES","CITY COUNCIL MEMBER","7",,"0","0","0.0","0","0","Local","93731","3796","2021-05-17T00:00:00.000",,
"Patrice Hebel","2025","CITY OF CONNELL","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3329297","3190","2025-05-08T00:00:00.000",,
"Patrice Hebel","2023","CITY OF CONNELL","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","2079139","3190","2023-05-16T00:00:00.000",,
"Patrice M. Johnston (Patrice Johnston)","2025","SEQUIM SD 323 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3324043","4056","2025-05-06T00:00:00.000",,
"Patrice M. Johnston (Patrice Johnston)","2021","SEQUIM SD 323 *","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","123071","4056","2021-05-17T00:00:00.000",,
"Patric F Connelly (PATRIC CONNELLY)","2017","PORT OF GRANT CO DIST 01","PORT COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","2907","3357",,,
"Patric F Connelly (PATRIC F. CONNELLY)","2023","PORT OF GRANT CO DIST 01","PORT COMMISSIONER","2",,"0","0","0","0","0","Local","689891","3357","2023-05-15T00:00:00.000",,
"Patricia A. Gray (Pattie Gray)","2026","PACIFIC CO","COUNTY COMMISSIONER","3","REPUBLICAN","3585.00","3523.99","2905.45","0","0","Local","3322053","3841","2026-05-05T00:00:00.000",,
"Patricia A Wright","2015","CITY OF PULLMAN","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","5880","3986",,,
"Patricia A Wright","2011","CITY OF PULLMAN","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","11158","3986",,,
"Patricia A Wright","2009","CITY OF PULLMAN","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","14102","3986",,,
"Patricia A Wright (Pat Wright)","2023","CITY OF PULLMAN","CITY COUNCIL MEMBER","3",,"1649.99","695.81","0.0","0","0","Local","844658","3986","2023-05-15T00:00:00.000",,
"Patricia A Wright (Pat Wright)","2019","CITY OF PULLMAN","CITY COUNCIL MEMBER","3",,"0","0","0","0","0","Local","18860","3986",,,
"Patricia B. Case (Patti Case)","2022","LEG DISTRICT 35 - HOUSE","STATE REPRESENTATIVE","2","REPUBLICAN","111500.74","111111.34","0.0","0","0","Legislative","507915","4847","2022-05-16T00:00:00.000",,
"Patricia Byers","2023","CITY OF YAKIMA","CITY COUNCIL MEMBER","3",,"1574.00","4419.42","0.0","1352.00","0","Local","689508","4417","2023-05-15T00:00:00.000",,
"Patricia Byers (PATRICIA BYERS)","2019","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"REPUBLICAN","11025.00","11025.00","0.0","38.28","0","Local","18493","4417","2019-05-17T00:00:00.000",,
"Patricia Byers (PATRICIA BYERS)","2015","CITY OF YAKIMA","CITY COUNCIL MEMBER",,"NON PARTISAN","1950.00","1659.39","0.0","0","0","Local","5137","4417",,,
"Patricia Cole (Pat Cole)","2021","CITY OF SUMNER","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","93619","4207","2021-05-18T00:00:00.000",,
"Patricia Crocker (Trish Crocker)","2023","PUYALLUP SD 003","SCHOOL DIRECTOR","2",,"8116.70","7883.18","0.0","1430.74","0","Local","689584","3989","2023-05-15T00:00:00.000",,
"PATRICIA D. BARRERA (Patricia Barrera)","2025","CITY OF CONNELL","MAYOR",,,"0","0","0","0","0","Local","3325971","3190","2025-05-06T00:00:00.000",,
"Patricia Dempsey (Pat Dempsey)","2021","WHITE SALMON SD 405 *","SCHOOL DIRECTOR","3",,"0","0","0","0","0","Local","197414","4374","2021-05-18T00:00:00.000",,
"Patricia D. Grantham","2021","WHITMAN HOSP DIST 1A","HOSPITAL COMMISSIONER","4",,"0","0","0","0","0","Local","25833","4376","2021-05-18T00:00:00.000",,
"Patricia D. Grantham","2015","WHITMAN HOSP DIST 1A","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6681","4376",,,
"Patricia D. Grantham","2009","WHITMAN HOSP DIST 1A","HOSPITAL COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","15314","4376",,,
"Patricia D Hyatt","2015","NACHES VALLEY SD JT3","SCHOOL DIRECTOR",,"NON PARTISAN","0","0","0","0","0","Local","6556","3767",,,
"Patricia D Hyatt (Patti Hyatt)","2019","NACHES VALLEY SD JT3","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","23992","3767","2019-05-17T00:00:00.000",,
"Patricia D. Todd (Patricia Todd)","2026","KITTITAS CO","COUNTY PROSECUTOR",,"REPUBLICAN","13490.00","9171.02","0.0","0","0","Local","3382153","3559","2026-05-04T00:00:00.000",,
"Patricia D. Todd (Patricia Todd)","2024","KITTITAS CO SUPERIOR COURT","SUPERIOR COURT JUDGE","2",,"12114.73","7561.30","0.0","0","0","Judicial","3310881","3562","2024-05-08T00:00:00.000",,
"Patricia E Hudson (Patricia Hudson)","2023","CITY OF BURIEN","CITY COUNCIL MEMBER","4",,"32241.32","25793.83","0.0","10901.61","0","Local","689434","4713","2023-05-16T00:00:00.000",,
"Patricia E Kuderer (Patricia Kuderer)","2028","State of Washington","INSURANCE COMMISSIONER",,"DEMOCRATIC","42246.95","26724.32","0.0","0","0","Statewide","3321409","1000",,,
"Patricia E Kuderer (Patricia Kuderer)","2026","LEG DISTRICT 48 - SENATE","STATE SENATOR",,,"550.00","6480.50","0.0","0","0","Legislative","689014","4777",,,
"Patricia E Kuderer (Patricia Kuderer)","2022","LEG DISTRICT 48 - SENATE","STATE SENATOR",,"DEMOCRATIC","219589.02","216939.02","0.0","131.41","0","Legislative","1073","4777","2022-05-16T00:00:00.000",,
"Patricia E Kuderer (PATRICIA KUDERER)","2018","LEG DISTRICT 48 - SENATE","STATE SENATOR",,"DEMOCRATIC","401147.23","400697.46","1250.00","122084.61","5219.62","Legislative","332","4777",,,
"Patricia E Kuderer (PATRICIA KUDERER)","2017","LEG DISTRICT 48 - SENATE","STATE SENATOR",,"DEMOCRATIC","110823.89","105805.27","0.0","20494.43","0","Legislative","2931","4777",,,
"Patricia E Kuderer (PATRICIA KUDERER)","2016","LEG DISTRICT 48 - HOUSE","STATE REPRESENTATIVE",,"DEMOCRATIC","78336.94","78336.94","0.0","173.98","0","Legislative","4148","4874",,,
"Patricia E Kuderer (Patty Kuderer)","2024","State of Washington","INSURANCE COMMISSIONER",,"DEMOCRATIC","448623.27","435558.30","5000.00","7370.00","0","Statewide","689581","1000","2024-05-07T00:00:00.000",,
"Patricia Fulton","2024","WALLA WALLA CO SUPERIOR CT","SUPERIOR COURT JUDGE","2",,"9383.78","9383.78","0.0","0","0","Judicial","3253653","4303","2024-05-06T00:00:00.000",,
"Patricia Garcia (Patty Garcia)","2020","SAN JUAN CO","COUNTY CHARTER REVIEW COMMISSIONER","1",,"0","0","0","0","0","Local","48955","4038",,,
"Patricia Garris","2023","TOWN OF SOUTH CLE ELUM","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","2078775","4032","2023-05-16T00:00:00.000",,
"PATRICIA HAILEY","2009","LEG DISTRICT 09 - HOUSE","STATE REPRESENTATIVE",,"REPUBLICAN","66924.65","66924.65","0.0","0","0","Legislative","15286","4795",,,
"PATRICIA HAILEY (Pat Hailey)","2021","NORTH FRANKLIN SD 051-162 *","SCHOOL DIRECTOR","4",,"0","0","0","0","0","Local","109538","3761","2021-05-17T00:00:00.000",,
"Patricia Holten (Pat Holten)","2025","CITY OF RICHLAND","CITY COUNCIL MEMBER","3",,"6953.76","5750.10","0.0","0","0","Local","3331617","4010","2025-05-08T00:00:00.000",,
"Patricia J Morris (PATRICIA MORRIS)","2014","CLALLAM CO","COUNTY CHARTER REVIEW COMMISSIONER",,"DEMOCRATIC","0","0","0","0","0","Local","7314","3133",,,
"Patricia J Morris (PATRICIA MORRIS)","2012","CLALLAM CO","COUNTY COMMISSIONER",,"DEMOCRATIC","150.00","18.92","362.63","0","0","Local","10462","3133",,,
"Patricia J Morris (Patti Morris)","2024","CLALLAM CO","COUNTY CHARTER REVIEW COMMISSIONER",,,"0","0","0","0","0","Local","3309437","3133","2024-05-07T00:00:00.000",,
"Patricia J Morris (Patti Morris)","2020","CLALLAM COUNTY PUD #1","PUBLIC UTILITY COMMISSIONER","2",,"7850.00","7278.91","0.0","0","0","Local","25946","3146",,,
"Patricia J Morris (Patti Morris)","2019","CLALLAM CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 2, Position 1",,"0","0","0","0","0","Local","18703","3133","2019-05-15T00:00:00.000",,
"Patricia Joan Peterson (PJ Peterson)","2025","CITY OF LONGVIEW","CITY COUNCIL MEMBER","5",,"6819.04","7702.68","0.0","0","0","Local","3323515","3673","2025-05-05T00:00:00.000",,
"Patricia Kidder (Patti Jackson)","2024","PIERCE CO","COUNTY SHERIFF",,,"135003.00","133692.01","0.0","30601.67","0","Local","3288014","3879","2024-05-06T00:00:00.000",,
"Patricia Krueger","2023","TOWN OF HARRAH","MAYOR",,,"0","0","0","0","0","Local","2079218","3401","2023-05-18T00:00:00.000",,
"Patricia L. Birch (PATRICIA BIRCH)","2017","CLALLAM PUBL HOSP DIST 01","HOSPITAL COMMISSIONER",,,"0","0","0","0","0","Local","19482","3144",,,
"Patricia L. Cleek (Tricia Cleek)","2023","WENATCHEE SD 246","SCHOOL DIRECTOR","5",,"17990.84","14129.61","0.0","2279.00","0","Local","1625576","4330","2023-05-19T00:00:00.000",,
"Patricia L Hardin","2017","NORTH WHIDBEY PARK & REC DIST","PARK & RECREATION COMMISSIONER","3","NON PARTISAN","0","0","0","0","0","Local","3926","3784",,,
"Patricia L. Lignoski","2015","PORT OF WILLAPA HARBOR","PORT COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","6442","3974",,,
"Patricia L. Lignoski","2009","PORT OF WILLAPA HARBOR","PORT COMMISSIONER",,"NON PARTISAN","0","0","0","0","0","Local","14960","3974",,,
"Patricia L. Lignoski (Patti Lignoski)","2021","PORT OF WILLAPA HARBOR","PORT COMMISSIONER","1",,"0","0","0","0","0","Local","93854","3974","2021-05-17T00:00:00.000",,
"Patricia L Miller","2010","SAN JUAN CO","COUNTY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","13387","4038",,,
"Patricia L. Walker (Patricia (Patti) Walker)","2019","NORTH FRANKLIN SD 051-162 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","23403","3761","2019-05-13T00:00:00.000",,
"Patricia L. Walker (Patricia Walker)","2023","NORTH FRANKLIN SD 051-162 *","SCHOOL DIRECTOR","1",,"0","0","0","0","0","Local","729461","3761","2023-05-15T00:00:00.000",,
"Patricia L. Walker (PATRICIA WALKER)","2017","NORTH FRANKLIN SD 051-162 *","SCHOOL DIRECTOR",,,"0","0","0","0","0","Local","21355","3761",,,
"Patricia Lyon","2026","SNOHOMISH CO DIST CT-EVERGRN","DISTRICT COURT JUDGE","2",,"77.00","77.00","0.0","0","0","Judicial","3391349","4110","2026-05-04T00:00:00.000",,
"Patricia Lyon","2022","SNOHOMISH CO DIST CT-EVERGRN","DISTRICT COURT JUDGE","2",,"0","0","0","0","0","Judicial","567549","4110","2022-05-16T00:00:00.000",,
"Patricia Lyon","2018","SNOHOMISH CO DIST CT-EVERGRN","DISTRICT COURT JUDGE","2","NON PARTISAN","0","0","0","0","0","Judicial","546","4110",,,
"Patricia Lyon","2014","SNOHOMISH CO DIST CT-EVERGRN","DISTRICT COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","7921","4110",,,
"Patricia Lyon","2010","SNOHOMISH CO DIST CT-EVERGRN","DISTRICT COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","13477","4110",,,
"Patricia M. Fassett","2024","COWLITZ CO SUPERIOR COURT","SUPERIOR COURT JUDGE","5",,"0","0","0","0","0","Judicial","3298521","3202","2024-05-06T00:00:00.000",,
"Patricia M. Fassett","2020","COWLITZ CO SUPERIOR COURT","SUPERIOR COURT JUDGE","5",,"0","0","0","0","0","Judicial","25709","3202",,,
"Patricia M. Fassett (Patricia Fassett)","2019","COWLITZ CO SUPERIOR COURT","SUPERIOR COURT JUDGE",,,"0","0","0","0","0","Judicial","24782","3202","2019-05-13T00:00:00.000",,
"Patricia M Hale","2009","CITY OF SHORELINE","CITY COUNCIL MEMBER",,"NON PARTISAN","22121.93","21830.53","0.0","0","0","Local","15282","4892",,,
"Patricia M Hale (PATRICIA HALE)","2019","NORTH CITY WATER DISTRICT","WATER & SEWER COMMISSIONER","2","NONE","0","0","0","0","0","Local","1409","4897",,,
"Patricia M Lehman (Patricia M. Lehman)","2019","SAN JUAN HOSP DIST 1","HOSPITAL COMMISSIONER","5",,"0","0","0","0","0","Local","19076","4675","2019-05-13T00:00:00.000",,
"Patricia M Lehman (Trish Lehman)","2021","SAN JUAN HOSP DIST 1","HOSPITAL COMMISSIONER","5",,"0","0","0","0","0","Local","95097","4675","2021-05-17T00:00:00.000",,
"Patricia (Patsy) Cudaback","2013","CITY OF MONROE","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","9889","3738",,,
"Patricia (Patsy) Cudaback","2009","CITY OF MONROE","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","15572","3738",,,
"Patricia (Patsy) Cudaback (PATRICIA CUDABACK)","2017","CITY OF MONROE","CITY COUNCIL MEMBER",,"NON PARTISAN","0","0","0","0","0","Local","2852","3738",,,
"Patricia (Patsy) Cudaback (Patsy Cudaback)","2025","CITY OF MONROE","MAYOR",,,"16395.90","12455.73","0.0","55.97","0","Local","3321292","3738","2025-05-05T00:00:00.000",,
"Patricia R Stallard (Trish Stallard)","2021","CITY OF BLACK DIAMOND","CITY COUNCIL MEMBER","2",,"4768.35","4762.43","0.0","0","0","Local","248479","3064","2021-05-17T00:00:00.000",,
"Patricia Stone (Patty Stone)","2025","MASON HOSP DIST 2","HOSPITAL COMMISSIONER","1",,"0","0","0","0","0","Local","3324823","5124","2025-05-06T00:00:00.000",,
"Patricia Stone (Patty Stone)","2019","MASON HOSP DIST 2","HOSPITAL COMMISSIONER",,,"0","0","0","0","0","Local","23819","5124","2019-05-14T00:00:00.000",,
"Patricia Weber","2022","LEG DISTRICT 32 - SENATE","STATE SENATOR",,"DEMOCRATIC","27179.26","32172.50","0.0","0","0","Legislative","664873","4761","2022-05-20T00:00:00.000",,
"Patrick Adigweme","2025","CLARK CO","COUNTY CHARTER REVIEW COMMISSIONER","Charter Review Commissioner District 1, Position 1 ",,"0","0","0","0","0","Local","3322320","3147","2025-05-05T00:00:00.000",,
"Patrick A. Eason (Patrick Eason)","2026","SKAGIT CO DISTRICT COURT","DISTRICT COURT JUDGE","1",,"3814.14","3494.28","0.0","0","0","Judicial","3390991","4065","2026-05-04T00:00:00.000",,
"Patrick Ammann (Patrick MacLeod Ammann)","2025","CITY OF GIG HARBOR","CITY COUNCIL MEMBER","2",,"0","0","0","0","0","Local","3335260","3327","2025-05-09T00:00:00.000",,
"PATRICK A MONASMITH","2020","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE","1",,"0","0","0","0","0","Judicial","26041","3293",,,
"PATRICK A MONASMITH","2016","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE",,"NON PARTISAN","600.00","0.0","0.0","115.99","0","Judicial","4869","3293",,,
"PATRICK A MONASMITH","2012","FERRY/PEND OREILLE/STEVENS CO SUPERIOR COURT *","SUPERIOR COURT JUDGE",,"NON PARTISAN","0","0","0","0","0","Judicial","10758","3293",,,
"PATRICK A MONASMITH","2010","STEVENS CO","COUNTY PROSECUTOR",,"DEMOCRATIC","18070.00","17984.00","0.0","0","0","Local","13383","4186",,,
"Patrick A. Priddy (Pat Priddy)","2021","STEVENS FIRE PROT DIST 04","FIRE COMMISSIONER","2",,"0","0","0","0","0","Local","122036","4192","2021-05-17T00:00:00.000",,
"Patrick B. Rice (Pat Rice)","2023","CITY OF STEVENSON","CITY COUNCIL MEMBER","4",,"0","0","0","0","0","Local","1693195","4200","2023-05-19T00:00:00.000",,
"Patrick B. Rice (Pat Rice)","2021","CITY OF STEVENSON","MAYOR",,,"7276.40","6921.89","0.0","0","0","Local","507859","4200","2021-05-17T00:00:00.000",,
"Patrick Colbert Canfield (Patrick Canfield)","2025","PORT OF WOODLAND","PORT COMMISSIONER","3",,"0","0","0","0","0","Local","3331683","3975","2025-05-08T00:00:00.000",,
"Patrick C Stanton","2025","KING CO WATER DIST 117","WATER & SEWER COMMISSIONER","2",,"0","0","0","0","0","Local","3326092","3530","2025-05-06T00:00:00.000",,
"Patrick Daugherty","2021","CITY OF OCEAN SHORES","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","93765","3796","2021-05-17T00:00:00.000",,
"Patrick David Guettner (Patrick Guettner)","2022","LEG DISTRICT 08 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","0","0","0","0","0","Legislative","643984","4793","2022-05-20T00:00:00.000",,
"Patrick David Guettner (Patrick Guettner)","2019","LEG DISTRICT 08 - HOUSE","STATE REPRESENTATIVE","1","REPUBLICAN","0","0","0","6000.00","0","Legislative","24441","4793","2019-05-16T00:00:00.000",,
"Patrick Davidson","2025","DAYTON SD 002","SCHOOL DIRECTOR","2",,"0","0","0","0","0","Local","3331709","3227","2025-05-08T00:00:00.000",,
"Patrick day (Patrick Day)","2023","CITY OF SEQUIM","CITY COUNCIL MEMBER","6",,"0.0","0.00","0.0","0","0","Local","1032713","4055","2023-05-17T00:00:00.000",,
"Patrick day (Patrick Day)","2021","CITY OF SEQUIM","CITY COUNCIL MEMBER","5",,"0","0","0","0","0","Local","123112","4055","2021-05-17T00:00:00.000",,
